bps_used variant success reddening_law Jmax e_Jmax st e_st rmax e_rmax Vmax e_Vmax Tmax e_Tmax rchi2_data rchi2_data_model fitprob_data fitprob_data_model
c-o  True O94 None None 1.0293838605184473 0.04332212593455688 17.254983582473628 0.03141911212388549 17.215060877452967 0.022110542300667536 59140.21583899711 0.37300186976936484 0.268 0.263 0.997 0.997
J-c-o 1D3 True O94 17.943771615090018 0.07468653510141578 1.1738412694482863 0.047837361000428305 17.29760580080789 0.034741314968163226 17.218238878996054 0.026197078928296227 59139.60686638181 0.505295543639563 0.998 0.932 0.454 0.527
