bps_used variant success reddening_law Jmax e_Jmax st e_st rmax e_rmax Vmax e_Vmax Tmax e_Tmax Bmax e_Bmax rchi2_data rchi2_data_model fitprob_data fitprob_data_model
c-o-ztfg-ztfr  True O94 None None 0.8670967692174455 0.09595941170150561 17.914975243062873 0.06256499126360204 18.05583387593702 0.4231165035099056 59506.61327948791 0.8226902409167101 18.113803745308246 0.24920101414605883 1.184 1.176 0.276 0.282
J-c-o 1D3 True O94 19.751930839128857 0.522770619587669 1.0072992919935833 0.3479425143363312 18.641665917981378 0.24077473134184527 19.03222532975342 0.5732580890724397 59525.28971734597 5.496268434812168 None None 1.571 1.569 0.179 0.179
J-c-o-ztfg-ztfr 1D3 True O94 19.913014905005475 0.42520623500130256 1.0148715311584342 0.2963464826846981 18.627512647924313 0.07552875179635773 19.275921954929736 0.4943787014181487 59522.639834210415 3.32564689870096 19.39561954776936 0.14430533742774584 1.342 1.34 0.201 0.202
J-ztfg-ztfr 1D3 True O94 19.79654743166294 0.426292053924016 1.0073752386358048 0.4533884231232232 18.686288682652656 0.07912577497664376 None None 59522.33401904069 4.130412529274666 19.551637036374412 0.18234636360591938 1.466 1.465 0.197 0.198
ztfg-ztfr  True O94 None None 0.8384116011730155 0.10091117543541046 18.013675591228488 0.037989524944232064 None None 59507.46294450808 0.6860866504659536 18.168977263877434 0.27325655247586184 0.829 0.826 0.577 0.579
