bps_used variant success reddening_law t0 e_t0 x0_mag e_x0_mag x1 e_x1 c e_c rchi2_data rchi2_data_model fitprob_data fitprob_data_model
c-o-ztfg-ztfr  False F99 None None None None None None None None None None None None
J-c-o 1D3 True F99 59159.086071016645 0.6913589081198591 7.952940037635288 0.12495446275850587 -1.84898086051429 0.7007453874807152 0.023812725312388545 0.07747428498740562 1.226 1.206 0.229 0.246
J-c-o-ztfg-ztfr 1D3 True F99 59159.16677449606 0.299325575695013 7.816750643041916 0.048695918230647076 -1.0989174178707921 0.45975953789365553 -0.06050127027565233 0.036836040784866915 0.789 0.758 0.823 0.863
J-o-ztfr 1D3 False F99 None None None None None None None None None None None None
J-ztfg-ztfr 1D3 True F99 59159.154494096074 0.3461861112772886 7.832492233610166 0.05889881239268182 -0.7042674253844052 0.6715478012273565 -0.02744325356558475 0.03932381756525971 0.21 0.198 1.0 1.0
