bps_used variant success reddening_law calibration DM e_DM st e_st Tmax e_Tmax dm15 e_dm15 EBVhost e_EBVhost rchi2_data rchi2_data_model fitprob_data fitprob_data_model
c-o  True O94 0 38.08825397168349 0.21159627480992743 1.1126422515013132 0.11544613159531057 58886.49045932469 0.7268877670655102 None None 0.011674244836459504 0.11498883280499674 0.519 0.517 0.878 0.88
c-o  True F19 6 38.13511124118418 0.19582724979494434 1.1126642541444298 0.11544123145757378 58886.49095916795 0.726855533377897 None None -0.04230314152385912 0.109728691727653 0.519 0.517 0.878 0.88
J-c-o 1D3 True O94 0 38.396406768855655 0.13548458267140734 1.189306979653537 0.07175274271963825 58887.06568969995 0.6381244855059608 None None -0.15435221120837966 0.09066836566419147 0.716 0.67 0.749 0.795
J-c-o 1D3 True O94 1 38.42656190982429 0.11868781549996787 1.19074095710249 0.06989047911084971 58887.05544437932 0.6636703745673955 None None -0.15008119090771355 0.07407647810002724 0.695 0.651 0.77 0.813
J-c-o 1D3 True O94 2 38.39104904992612 0.10615800541165857 1.2112612874083202 0.076668559354128 58886.94152371619 0.7018839327180233 None None -0.14587070184876155 0.07406246681585542 0.675 0.634 0.79 0.827
J-c-o 1D3 True O94 3 38.41330368903323 0.13984564596295324 1.1891310695472712 0.07123368122376186 58887.06319812853 0.6320003639110596 None None -0.1494975631195208 0.08500985684611306 0.695 0.65 0.77 0.813
J-c-o 1D3 True O94 4 38.419511283460295 0.12079984444918468 1.1910370992369799 0.06985598899843616 58887.05169928047 0.6640609590061244 None None -0.15253741444266802 0.07340268312498895 0.693 0.649 0.772 0.814
J-c-o 1D3 True O94 5 38.402760935865786 0.1058753022279992 1.214145616554085 0.07635759267687407 58886.92069402314 0.7011731840234019 None None -0.14356108055275182 0.07216900360405619 0.653 0.615 0.81 0.844
J-c-o 1D3 True F19 6 38.258512844294366 0.09450476676307991 1.2189075427468976 0.07568529141711146 58886.843414243966 0.706373554290935 None None -0.052365945601214346 0.0957639470893434 0.613 0.578 0.846 0.874
J-c-o 1D3 True F99 6 38.26609675210414 0.10836155638365587 1.2313473113306295 0.08116352664106938 58886.74742123686 0.7833187771483909 None None -0.04491822666573238 0.1157470367762267 0.619 0.584 0.841 0.869
J-c-o 1D3 True O94 6 38.2627975959527 0.10123816205153238 1.220569358912527 0.08490989071434431 58886.83131159015 0.7884792359413197 None None -0.053348082145407254 0.10884742802131171 0.614 0.579 0.845 0.873
J-c-o 1D3 True O94 7 38.28732330642841 0.10001217736111843 1.2117160559877866 0.07435147048565331 58886.8931073211 0.6948153774691944 None None -0.06770431496996172 0.09122161124395492 0.631 0.593 0.831 0.862
J-c-o 1D3 True O94 8 38.26569244997824 0.09975900791351947 1.2176621716781786 0.07632326770837032 58886.843387653156 0.7090184233953101 None None -0.062367213216019346 0.10633351921424279 0.629 0.591 0.832 0.863
J-c-o 1D3 True O94 9 38.28441547682858 0.10022566563820616 1.2115635835875256 0.07428817996521844 58886.890908139234 0.6952850999550054 None None -0.07095949180989469 0.09154740667122238 0.631 0.593 0.83 0.862
J-c-o 1D3 True O94 10 38.33290213342488 0.10124844775788697 None None 58886.43742197406 1.050345470133066 0.8493776166914883 0.16169391902310212 -0.12850539881684572 0.07346538675332648 0.493 0.487 0.93 0.933
J-c-o 1D3 True O94 11 38.342390177233305 0.09787319617166927 None None 58886.43575192276 1.050433293695541 0.8493128492012308 0.16135419961963807 -0.12931936172607644 0.07167084643208141 0.49 0.485 0.931 0.934
J-c-o 1D3 True O94 12 38.316605109418 0.10089163890332672 None None 58886.42590484686 1.0553883767425467 0.848007755951039 0.1601414827008175 -0.11937672818818744 0.06915424585263621 0.49 0.484 0.932 0.935
J-c-o 1D3 True O94 13 38.348573098032865 0.10613627867487894 None None 58886.425595032 1.0480027191046088 0.848801420423592 0.16035522088753096 -0.1291622881172702 0.06827239461162944 0.483 0.477 0.936 0.938
J-c-o 1D3 True O94 14 38.33553385751615 0.10499877486023718 None None 58886.43316126528 1.051195093732279 0.8490699909189717 0.16131759893305292 -0.1370592106784042 0.06910516158851136 0.49 0.485 0.931 0.934
J-c-o 1D3 True O94 15 38.31989155977883 0.10885764962803249 None None 58886.40865311382 1.0369485127206268 0.8472559214800427 0.15523391690220842 -0.11661951078910968 0.06838413051093031 0.477 0.472 0.938 0.941
