bps_used variant success reddening_law Jmax e_Jmax st e_st rmax e_rmax Vmax e_Vmax Tmax e_Tmax rchi2_data rchi2_data_model fitprob_data fitprob_data_model
c-o  True O94 None None 0.9896557008265219 0.09496548946263926 18.411309789846122 0.06503135404611894 18.08130575325712 0.11697067305899589 59112.47000909631 0.8896399500192148 0.597 0.595 0.912 0.913
J-c-o 1D3 True O94 18.65791971654666 0.06073069351278939 0.8839459480878268 0.08403813409121041 18.375944170983292 0.061672019075113216 18.044926492358485 0.10895054885130502 59111.7477805477 0.8172151830550684 1.033 1.017 0.418 0.438
