bps_used variant success reddening_law calibration Tmax e_Tmax DM e_DM st e_st EBVhost e_EBVhost rchi2_data rchi2_data_model fitprob_data fitprob_data_model
c-o  True O94 0 59112.4700137957 0.8896481975461386 37.867635476853046 3.6506689327871515 0.9896548366671034 0.0949665624294261 -0.2634952244746062 0.14268669395118733 0.597 0.595 0.912 0.913
J-c-o 1D3 True O94 0 59111.76766704725 0.3400002343755408 37.235059954522065 0.1155281327216472 0.851505729669625 0.07479439367399739 0.058364382381931326 0.0998689311044336 1.386 1.37 0.103 0.111
