bps_used variant success reddening_law Jmax e_Jmax st e_st rmax e_rmax Vmax e_Vmax Tmax e_Tmax rchi2_data rchi2_data_model fitprob_data fitprob_data_model
c-o  False O94 None None 2.2907965005651616 0.03 21.135871121234374 0.022 21.54701121194223 0.019 59415.41345969493 0.34 None None None None
J-c-o 1D3 True O94 19.49777614888091 0.7092675303740985 2.8255898003052713 0.7942303831901482 20.505908300721703 0.6230270402198496 20.55278681439696 0.48115572643103915 59352.20347586704 0.3475604283414109 4.404 4.402 0.0 0.0
