bps_used variant success reddening_law gmax e_gmax Jmax e_Jmax st e_st rmax e_rmax Vmax e_Vmax Tmax e_Tmax rchi2_data rchi2_data_model fitprob_data fitprob_data_model
c-o  True F19 None None None None 1.2442588264833376 0.050844029752698146 18.44027690459711 0.04124695557366213 18.76074844932605 0.05249342741351262 59831.556417595 0.748120528836556 0.412 0.41 1.0 1.0
c-o  True O94 None None None None 1.2444422187511135 0.05086324855636188 18.440466922480713 0.0412514393407991 18.761838806376005 0.05249935630944129 59831.55329415327 0.7487263130147354 0.412 0.41 1.0 1.0
c-o-ztfg  True F19 18.913999863295903 0.036208797268935076 None None 1.2118435317142087 0.04024054207216704 18.436259587726372 0.036538727244263026 18.73271242442419 0.045589585411275425 59831.32593227141 0.4379374487439619 0.345 0.343 1.0 1.0
c-o-ztfg-ztfr  True F19 18.91418690175348 0.03515200848209789 None None 1.2212173382512992 0.037950235126799056 18.423535318197946 0.03290526645335576 18.699245515541122 0.04516225205998018 59831.19422765971 0.441040720137115 0.382 0.379 1.0 1.0
c-o-ztfg-ztfr  True O94 18.91428253013291 0.03804469974800726 None None 1.2213414673897582 0.03937818266626981 18.423920345446245 0.03471058969901144 18.700309397377588 0.04880168635566816 59831.1931431566 0.4589797708931034 0.382 0.379 1.0 1.0
c-o-ztfr  True F19 None None None None 1.267285337164404 0.04407395956889657 18.427725831939885 0.03405513741037925 18.732867958914056 0.04593683309277634 59830.43910168527 0.7249371570675448 0.41 0.407 1.0 1.0
c-ztfg-ztfr  True F19 18.89909230686599 0.030640804423727973 None None 1.127745137940991 0.05461714419356018 18.34480253861335 0.042146358393332466 18.72662152633083 0.04397884508058529 59831.05794727497 0.4055775074288308 0.346 0.342 1.0 1.0
J-c-o 1D3 True O94 None None 17.829743788329388 0.04889046632148995 1.1581551803183354 0.03975448654899611 18.438271798849385 0.03828809944855752 18.721437335411473 0.05160900029009929 59832.61069840549 0.492573997035997 0.489 0.444 0.998 0.999
J-c-o-ztfg-ztfr 1D3 True F19 18.894370107274433 0.03666688143635973 17.803034285067326 0.04700999370990093 1.0993451327185964 0.03693889796989958 18.368151172161415 0.03596444564806735 18.68833908518338 0.0509622222149992 59831.613625108315 0.42216749661174197 0.475 0.431 1.0 1.0
J-c-o-ztfg-ztfr 1D3 True F99 18.89793235188888 0.03667226821598423 17.80919977183425 0.04701121100982369 1.0993581176773914 0.03694043054205713 18.379283895209994 0.03596711752338605 18.694900753762667 0.050970722393424456 59831.61390463025 0.42219734676650267 0.475 0.431 1.0 1.0
J-c-o-ztfg-ztfr 1D3 True O94 18.89436213874513 0.03667096087461364 17.803527668031524 0.04700989292010615 1.0992877985399254 0.036941052861716145 18.36840061666381 0.03596882722939223 18.689276160323217 0.05096810140669184 59831.61308812729 0.42216462521981124 0.475 0.431 1.0 1.0
J-c-o-ztfg-ztfr 2D True F19 18.894875312669125 0.03651047322515475 17.851361229285178 0.047268016270244344 1.1019528727753822 0.03712505531795222 18.36866046867199 0.035927043621993525 18.689794718591553 0.05076562625506557 59831.6005669888 0.42304606200304395 0.46 0.427 1.0 1.0
J-ztfg-ztfr 1D3 True O94 18.863653756386267 0.030116296365821284 17.79840644185324 0.045882571170776945 1.0775074452057738 0.035636388629436015 18.321074786837325 0.03480926515602281 None None 59831.36526483912 0.38697898158895383 0.373 0.327 0.999 1.0
o-ztfg-ztfr  True F19 18.94037136736836 0.03603930320048073 None None 1.2434714229377488 0.040835869587365105 18.43847407356877 0.033776237406259985 None None 59831.43403348181 0.5063986916835188 0.435 0.432 1.0 1.0
ztfg-ztfr  True F19 18.91320489204016 0.0367015567835025 None None 1.226350999996068 0.0471576278492997 18.445128821750416 0.045414178074633785 None None 59831.576891565484 0.48588599085671985 0.409 0.403 0.992 0.993
ztfg-ztfr  True O94 18.913286353666447 0.040946377144157664 None None 1.2264736726302237 0.051030065988208216 18.445882165081652 0.050150073711836086 None None 59831.575421762485 0.5203259744068762 0.409 0.403 0.992 0.993
