bps_used variant success reddening_law calibration Tmax e_Tmax DM e_DM st e_st EBVhost e_EBVhost rchi2_data rchi2_data_model fitprob_data fitprob_data_model
c-o  True O94 0 59053.39865677522 0.42775737836448885 36.18018955985294 0.09024011360712729 0.9813540485504405 0.03648817378091258 -0.01172036267933703 0.06770114886689699 0.913 0.885 0.57 0.607
c-o  True F19 6 59053.37890916949 0.4646759022021812 36.14856902205457 0.09539199461012791 0.9821236534916168 0.039212454029966086 -0.05274479842520931 0.07141985328789605 0.927 0.898 0.552 0.59
c-o  True F99 6 59053.373482133684 0.4646088204186319 36.15438305841731 0.09230225933996429 0.9819189025679065 0.039190056654699164 -0.05447479671623814 0.06920445358182234 0.925 0.896 1.0 1.0
c-o-ztfg-ztfr  True O94 0 59053.1863480897 0.37763709593670325 36.05306637394614 0.0865661642143445 1.0031950105715766 0.03460901456072417 0.07512743802902565 0.062179757837881704 1.059 1.019 0.353 0.434
J-c-o 1D3 True O94 0 59053.779024045274 0.37417790587576366 36.2295893229621 0.11636476601400446 0.9477342885413573 0.03677874245212583 -0.07391396927867364 0.06457397795389001 2.33 1.689 0.0 0.014
J-c-o 1D3 True F19 6 59053.80594789217 0.3751235434696022 36.191782323197494 0.09495121743010404 0.9469863372223306 0.03731042025473593 -0.12142917242140434 0.06475710107074965 2.432 1.751 0.0 0.009
J-c-o dehvils True O94 0 59053.42539905291 0.37013186938967896 36.14846275266235 0.08733562781809144 0.9799122354644654 0.03420427400663708 0.0007942584614789833 0.06309310968739064 0.979 0.889 0.49 0.619
J-c-o dehvils True F19 6 59053.4580040865 0.3692994605138448 36.11549116646248 0.08696865821166418 0.976399191744715 0.0344002396887413 -0.04011559057947101 0.06309290910365391 0.963 0.88 0.513 0.632
J-c-o-ztfg-ztfr 1D3 True O94 0 59053.63887428607 0.3624177366637412 36.088849024505464 0.08488173089740576 0.9391152436723315 0.03309209249076236 0.005737847177857572 0.06219503182529557 2.456 1.514 0.0 0.004
J-c-o-ztfg-ztfr dehvils True O94 0 59053.37671612789 0.35997283930827445 36.0489341264824 0.08432953100397847 0.982080381559747 0.032686922820435005 0.06120991905374774 0.06148728682980213 0.994 0.922 0.491 0.652
J-ztfg-ztfr 1D3 True O94 0 59053.70065494918 0.36983336225426316 36.05955640282592 0.09039077079064177 0.9292390783487519 0.03462186414336265 0.022255480566069765 0.06308135817943528 2.991 1.663 0.0 0.004
J-ztfg-ztfr dehvils True O94 0 59053.461971897385 0.3524960807991627 35.97411876037361 0.08610982879430021 0.9644857032032184 0.031868214592509735 0.09401791583636894 0.0610235212122736 0.568 0.464 0.986 0.998
ztfg-ztfr  True O94 0 59053.20104328705 0.3551433536495822 35.95130663312722 0.08813498489580052 0.9943644301016493 0.03200410799498194 0.1256269948067594 0.06092835531161797 0.289 0.265 1.0 1.0
