bps_used variant success reddening_law Jmax e_Jmax st e_st rmax e_rmax Vmax e_Vmax Tmax e_Tmax rchi2_data rchi2_data_model fitprob_data fitprob_data_model
c-o  True F19 None None 0.9041585833030535 0.1980386142501098 18.045770876591853 0.05465354576911679 18.105631555587173 0.07312929964240858 59391.59789660513 1.090861527662125 1.019 1.013 0.405 0.408
c-o  True O94 None None 0.9041668882483717 0.19803568170996713 18.045863434022067 0.05465151035820341 18.105921625844086 0.07312574985475523 59391.59742588237 1.0908798304408427 1.018 1.012 0.405 0.408
J-c-o 1D3 True F19 18.552075922066088 0.0788649753307982 1.1200904950952129 0.08636783596862042 18.062476638059497 0.045965937590976814 18.089223064690337 0.06846851017096403 59390.365957461625 1.0562562215330689 0.805 0.797 0.598 0.605
J-c-o 1D3 True O94 18.55226961646713 0.07886020339115786 1.1200736709367112 0.08636635721079679 18.062583507077587 0.04596584197866486 18.08952216956837 0.06846750374055177 59390.36558292536 1.0561811250339463 0.805 0.797 0.598 0.605
