bps_used variant success reddening_law calibration Tmax e_Tmax DM e_DM st e_st EBVhost e_EBVhost rchi2_data rchi2_data_model fitprob_data fitprob_data_model
c-o  False O94 0 59149.510908675744 1.601711826778348 38.338130331721345 0.4741566831040811 1.188637928936572 0.2034337971007129 -1.0634894011879348 0.36563632563581316 None None None None
c-o  False F19 6 None None None None None None None None None None None None
c-o-ztfg  True F19 6 59151.03434989923 0.43661513207432934 37.101423578479114 0.11131159873850693 1.0280253353709856 0.05398067590939622 -0.11610729554695835 0.0707418940268493 1.425 1.412 0.098 0.104
c-o-ztfg-ztfr  True O94 0 59151.050638838264 0.4264214800935829 37.079699515518605 0.44485235568219367 1.0029461770940413 0.04298829764560799 -0.06277198297177278 0.06660006942706602 0.984 0.975 0.494 0.509
c-o-ztfg-ztfr  True F19 6 59151.009686221056 0.40713215531947433 37.09052100173884 0.0919301119216952 1.00544596944111 0.040252076244230675 -0.12636984107583418 0.06543130000651706 0.972 0.963 0.514 0.53
c-o-ztfr  True F19 6 59150.179128375356 0.9285018041923252 35.678578174208454 0.7861319053195598 0.9891682275561371 0.06363686842525484 1.290666880648365 0.7173664167961579 2.141 2.126 0.002 0.002
c-ztfg-ztfr  True F19 6 59151.14735461408 0.38886553837340143 37.08601303124043 0.09032724563031092 0.996586520927487 0.03711655634830369 -0.13213960473224906 0.06455887279609496 0.577 0.572 0.954 0.956
J-c-o 1D3 False O94 0 59150.01930471469 1.6859724256705138 37.60092802787524 0.3296085109605097 1.1892344056092317 0.22767700378607053 -0.4577055252720657 0.26875163231386373 None None None None
J-c-o 1D3 False F19 6 None None None None None None None None None None None None
J-c-o 2D False O94 0 59150.43271098886 0.9986059504776008 37.54955635984309 0.21702455475969387 1.1303204837273602 0.12271196933644507 -0.4226250807457572 0.14902191745763388 None None None None
J-c-o 2D True F19 6 59151.21798228453 0.7079550369884499 37.249484984110644 0.1874167643506987 0.8924711719805262 0.09182580370554862 -0.45308533690438657 0.15657012535390466 2.522 2.492 0.007 0.008
J-c-o-ztfg 1D3 True F19 6 59151.044314327744 0.43693210044554676 37.14672699627006 0.10585215742624018 1.0303967670725016 0.05474313665860713 -0.14007022235712988 0.06895166355099365 1.44 1.426 0.079 0.085
J-c-o-ztfg 2D True F19 6 59151.074092843155 0.43351306556932107 37.14847544560394 0.10527018972104644 1.0264718368713188 0.05335454286930023 -0.14424991308366336 0.06862698560244145 1.403 1.389 0.095 0.101
J-c-o-ztfg-ztfr 1D3 True O94 0 59151.10511382567 0.4250921071005743 37.11137247062706 0.09529964927697719 0.9916260567200075 0.04271870812373028 -0.08913081016065058 0.06596922448168832 1.05 1.039 0.387 0.404
J-c-o-ztfg-ztfr 1D3 True F19 6 59151.04655735322 0.4073963513443392 37.11509001453788 0.09208380654343741 1.0014375090300711 0.04040206863500558 -0.14592274338872704 0.06497597171102125 1.008 0.998 0.456 0.473
J-c-o-ztfg-ztfr 2D True O94 0 59150.95202898918 0.43701188345615394 36.97974665574982 0.0879902605983722 1.0071918815799077 0.044855192273363965 0 0.06 1.519 1.498 0.022 0.026
J-c-o-ztfg-ztfr 2D True F19 6 59151.07927625206 0.40588350603169127 37.117693619576194 0.09202535349740638 1.000583803804564 0.04016489182930798 -0.148298882243996 0.06487881104632522 0.997 0.987 0.474 0.491
J-c-o-ztfr 1D3 True F19 6 59150.46443853366 0.7140943213731327 37.287773220929 0.1459461553322021 0.9982510968940366 0.05445712012273342 -0.3138905668459691 0.12525060421587486 1.445 1.43 0.077 0.083
J-c-o-ztfr 2D True F19 6 59150.5453497573 0.7072621448643585 37.29776819649517 0.14666848396749405 0.9962424352325209 0.05399588811021644 -0.32383498378277875 0.1251756318038809 1.434 1.419 0.081 0.088
J-c-ztfg-ztfr 1D3 True F19 6 59151.18744311344 0.3905216510115125 37.1330478669347 0.09143049712917041 0.9967491920368189 0.0377793245800429 -0.1585184251289187 0.06403669370236816 0.615 0.609 0.944 0.947
J-c-ztfg-ztfr 2D True F19 6 59151.21823664901 0.38813048271556805 37.135978078726666 0.0912313891183109 0.9958564317937654 0.03739688990189365 -0.16123270471206252 0.06384782262261351 0.598 0.593 0.953 0.956
J-o-ztfg-ztfr 1D3 True F19 6 59150.841591132965 0.40852806620945276 37.14481927212911 0.0911158323596729 1.0398162042711885 0.04241503576220676 -0.1251974981656326 0.06448727017426147 0.873 0.862 0.686 0.703
J-o-ztfg-ztfr 2D True F19 6 59150.86408725692 0.4080229753954082 37.14694650951312 0.0911508630972216 1.038540295343776 0.04225229149754847 -0.12760386020236908 0.06445505526673657 0.875 0.865 0.682 0.7
J-ztfg-ztfr 1D3 True O94 0 59150.924484550254 0.37865391830391226 37.18890663242817 0.08848194015670799 1.0550640838040997 0.03884580296982075 -0.08148391013107113 0.062388622031910375 0.357 0.351 0.999 0.999
J-ztfg-ztfr 1D3 True F19 6 59150.888571744275 0.36906893976952726 37.19366303216509 0.08618342946704861 1.0637336243226214 0.036902065324797194 -0.13420842976577788 0.061967444176053606 0.297 0.292 1.0 1.0
J-ztfg-ztfr 2D True O94 0 59150.9597381314 0.3776191063212686 37.190809959021394 0.08785785136385492 1.0521120238620965 0.03844122345213732 -0.08357737648019636 0.062311734485432556 0.358 0.352 0.999 0.999
J-ztfg-ztfr 2D True F19 6 59150.9212134481 0.3679518519700151 37.19568331329437 0.08614830045796248 1.0609501381574395 0.03653014951525252 -0.1372790241220668 0.06189444575944358 0.294 0.289 1.0 1.0
o-ztfg-ztfr  True F19 6 59150.8467665586 0.40821991569408944 37.10824144223418 0.09148665911472585 1.0299305887174295 0.041527093898766354 -0.11108052685096997 0.0650076723126057 0.86 0.85 0.696 0.712
ztfg-ztfr  True O94 0 59150.87984586694 0.3698406158749927 37.11997164496828 0.09371984757564529 1.0538125411144523 0.036467512167011676 -0.04865682969349012 0.062169233142423924 0.258 0.254 1.0 1.0
ztfg-ztfr  True F19 6 59150.88033215104 0.3657451312735033 37.143141260636206 0.08461160859289137 1.0537903742555639 0.035618236450322006 -0.11372836052500815 0.06202976755396219 0.259 0.255 1.0 1.0
